name	length	AN_naive_hTSC	BT5_hTSC_1	BT5_hTSC_2	H9_naive_hTSC
MIR4433A	81	0	0	0	0
MIR4433B	102	0	0	0	0
MIR4434	53	1	0	0	1
MIR4435-1	80	0	0	0	0
MIR4435-2	74	0	0	0	0
MIR4435-2HG	8500	1090	4373	3297	1664
MIR4436A	85	0	0	0	0
MIR4436B1	91	0	0	0	0
MIR4436B2	91	0	0	0	0
MIR4437	60	0	0	0	0
MIR4438	93	0	0	0	0
MIR4439	80	0	0	0	0
MIR4440	98	0	0	0	0
MIR4441	100	0	0	0	0
MIR4442	67	0	0	0	0
MIR4443	53	0	0	0	0
MIR4444-1	74	0	0	0	0
MIR4444-2	74	0	0	0	1
MIR4445	70	2	0	0	0
MIR4446	67	0	0	0	0
MIR4447	91	0	0	0	0
MIR4448	86	0	0	0	0
MIR4449	66	0	0	0	0
MIR4450	65	0	0	0	0
MIR4451	66	0	0	0	1
MIR4452	71	0	0	0	0
MIR4453	89	0	0	0	0
MIR4454	55	0	1	0	0
MIR4455	58	0	0	0	0
MIR4456	43	0	0	0	0
MIR4457	68	0	0	0	0
MIR4458	75	0	0	0	0
MIR4458HG	4339	10	559	450	158
MIR4459	66	5	1	0	5
MIR4460	86	0	0	0	0
MIR4461	74	0	0	0	0
MIR4462	58	0	0	0	0
MIR4463	67	0	0	0	0
MIR4464	92	0	0	0	0
MIR4465	70	3	0	0	3
MIR4466	54	0	0	0	0
MIR4467	63	0	0	0	0
MIR4468	64	0	0	0	0
MIR4469	79	1	0	0	0
MIR4470	72	0	0	0	0
MIR4471	83	0	0	0	0
MIR4472-1	80	0	0	0	0
MIR4472-2	67	0	3	0	0
MIR4473	91	0	0	0	0
MIR4474	78	0	0	0	0
MIR4475	61	0	0	0	0
MIR4476	70	0	0	0	0
MIR4477A	81	0	0	0	0
MIR4477B	81	0	0	0	0
MIR4478	86	0	0	0	0
MIR4479	71	0	0	0	0
MIR4480	71	0	0	0	0
MIR448	111	0	0	0	0
MIR4481	60	0	0	0	0
MIR4482	70	4	6	1	2
MIR4483	62	0	0	0	0
MIR4484	83	3	0	1	1
MIR4485	57	0	0	0	0
MIR4486	63	0	0	0	0
MIR4487	73	0	0	0	0
MIR4488	62	0	0	0	0
MIR4489	62	0	0	1	0
MIR4490	84	0	0	0	0
MIR4491	68	0	0	0	0
MIR4492	80	0	0	0	0
MIR4493	73	0	0	0	0
MIR4494	84	0	0	0	0
MIR4495	66	0	0	0	0
MIR4496	61	0	0	4	0
MIR4497	89	0	0	0	0
MIR4498	66	0	0	0	0
MIR4499	69	0	0	0	0
MIR449A	91	0	0	0	0
MIR449B	97	0	0	0	0
MIR449C	92	0	0	0	0
MIR4500	76	0	0	0	0
MIR4500HG	3273	0	0	0	0
MIR4501	64	0	0	0	0
MIR4502	81	0	0	1	0
MIR4503	83	0	0	0	0
MIR4504	92	0	0	0	2
MIR4505	73	0	0	0	0
MIR4506	77	0	0	0	0
MIR4507	52	0	0	0	0
MIR4508	70	0	0	0	0
MIR4509-1	94	0	0	0	0
MIR4509-2	94	0	0	0	0
MIR4509-3	94	0	0	0	0
MIR450A1	91	0	0	0	0
MIR450A2	100	0	0	0	1
MIR450B	78	0	0	0	2
MIR4510	68	0	0	0	0
MIR4511	87	0	0	0	0
MIR4512	77	11	11	9	24
MIR4513	86	0	0	0	0
MIR4514	57	0	0	1	0
MIR4515	81	0	0	0	0
MIR4516	86	0	0	0	0
MIR4517	79	0	0	0	0
MIR4518	83	0	0	0	0
MIR4519	58	0	0	0	0
MIR451A	72	0	0	0	0
MIR451B	68	0	0	0	0
MIR4520-1	70	0	0	0	0
MIR4520-2	54	0	0	0	0
MIR4521	60	0	0	0	0
MIR4522	87	0	0	0	0
MIR4523	69	0	0	0	0
MIR4524A	69	0	0	0	0
MIR4524B	115	0	0	0	0
MIR4525	75	0	0	0	0
MIR4526	87	0	0	0	0
MIR4527	70	0	0	0	0
MIR4527HG	1397	0	0	0	0
MIR452	85	0	0	0	0
MIR4528	90	0	0	0	0
MIR4529	78	0	0	0	0
MIR4530	56	0	0	0	0
MIR4531	47	0	1	0	0
MIR4532	51	0	0	0	0
MIR4533	71	0	0	0	0
MIR4534	60	0	0	0	0
MIR4535	59	0	0	0	0
MIR4536-1	88	0	0	0	0
MIR4537	70	0	0	0	0
MIR4538	78	0	0	0	0
MIR4539	60	0	0	0	0
MIR4540	55	0	0	0	0
MIR454	115	0	0	1	0
MIR455	96	0	0	0	0
MIR4632	61	0	0	0	0
MIR4633	79	0	2	0	0
MIR4634	54	0	0	0	0
MIR4635	79	0	0	0	0
MIR4636	80	0	0	0	0
MIR4637	84	0	0	0	0
MIR4638	68	0	0	0	0
MIR4639	69	0	1	0	3
MIR4640	90	0	0	0	0
MIR4641	66	0	0	0	0
MIR4642	82	0	0	0	0
MIR4643	78	0	0	0	0
MIR4644	84	1	4	0	1
MIR4645	77	0	0	0	0
MIR4646	63	0	2	2	2
MIR4647	80	0	0	0	0
MIR4648	72	0	0	0	0
MIR4649	64	0	0	0	0
MIR4650-1	76	0	0	0	0
MIR4650-2	76	0	0	0	0
MIR4651	73	0	0	0	0
MIR4652	78	0	0	1	0
MIR4653	83	0	3	2	0
MIR4654	76	0	0	0	0
MIR4655	74	0	0	0	0
MIR4656	75	0	0	0	0
MIR4657	53	0	0	0	0
MIR4658	65	1	0	0	0
MIR4659A	81	0	0	0	0
MIR4659B	73	0	0	0	0
MIR4660	74	0	0	0	0
MIR4661	75	0	0	0	0
MIR4662A	67	0	0	0	0
MIR4662B	81	0	0	0	0
MIR4663	76	0	0	0	0
MIR4664	71	1	0	1	0
MIR4665	79	0	0	0	0
MIR4666A	79	0	0	0	0
MIR4666B	81	0	0	0	0
MIR4667	66	0	0	0	0
MIR466	84	0	0	0	3
MIR4668	70	0	0	0	0
MIR4669	62	0	0	0	0
MIR4670	75	0	0	0	0
MIR4671	73	0	0	0	0
MIR4672	81	0	0	0	0
MIR4673	59	0	0	0	0
MIR4674	87	0	0	0	0
MIR4675	77	0	0	0	0
MIR4676	72	2	2	1	1
MIR4677	80	1	1	1	2
MIR4678	74	0	0	0	0
MIR4679-1	75	0	0	0	0
MIR4679-2	77	0	0	0	0
MIR4680	66	0	0	0	0
MIR4681	72	0	0	0	0
MIR4682	80	0	0	0	0
MIR4683	81	0	0	0	0
MIR4684	82	2	0	0	0
MIR4685	69	2	0	4	0
MIR4686	76	0	0	0	0
MIR4687	80	0	0	0	0
MIR4688	83	0	0	0	0
MIR4689	70	0	0	0	0
MIR4690	60	0	0	1	0
MIR4691	85	0	0	0	0
MIR4692	63	0	1	0	1
MIR4693	75	0	0	0	0
MIR4694	80	0	0	0	0
MIR4695	74	0	0	0	0
MIR4696	70	0	0	0	0
MIR4697	78	0	0	0	0
MIR4697HG	5164	335	164	160	221
MIR4698	80	0	0	0	0
MIR4699	74	0	0	0	0
MIR4700	74	0	0	0	0
MIR4701	63	5	2	2	0
MIR4703	79	0	0	0	0
MIR4704	75	0	0	0	0
MIR4705	71	0	0	0	0
MIR4706	82	0	0	0	0
MIR4707	80	0	0	0	0
MIR4708	67	0	0	0	0
MIR4709	72	0	0	0	0
MIR4710	56	0	0	0	0
MIR4711	70	0	0	0	0
MIR4712	82	0	0	0	0
MIR4713	75	0	0	0	0
MIR4713HG	561	8	21	6	35
MIR4714	77	1	0	0	2
MIR4715	79	0	0	0	0
MIR4716	84	0	0	0	1
MIR4717	72	0	0	0	0
MIR4718	51	0	0	0	0
MIR4719	84	0	0	0	0
MIR4720	76	0	0	0	0
MIR4721	89	3	0	0	1
MIR4722	60	0	0	1	0
MIR4723	81	0	0	0	0
MIR4724	89	0	0	0	0
MIR4725	90	4	3	0	6
MIR4726	58	0	0	0	0
MIR4727	55	0	0	1	1
MIR4728	67	2	2	0	0
MIR4729	72	0	0	0	0
MIR4730	76	6	5	3	4
MIR4731	70	0	0	0	0
MIR4732	76	0	0	0	0
MIR4733	76	0	0	0	0
MIR4734	70	0	0	0	0
MIR4735	69	0	0	0	0
MIR4736	47	0	0	0	0
MIR4737	81	14	8	3	14
MIR4738	87	0	0	0	0
MIR4739	74	0	0	0	0
MIR4740	63	0	0	0	0
MIR4741	90	0	0	0	0
MIR4742	85	0	0	0	0
MIR4743	69	0	0	0	0
MIR4744	82	0	0	0	0
MIR4745	62	0	0	0	0
MIR4746	71	0	0	0	0
MIR4747	54	0	0	0	0
MIR4748	82	8	3	5	7
MIR4749	61	0	0	0	0
MIR4750	56	0	0	0	0
MIR4751	74	0	0	0	0
MIR4752	72	0	0	0	0
MIR4753	83	0	0	0	0
MIR4754	89	0	0	0	0
MIR4755	72	0	0	0	1
MIR4756	78	0	0	0	0
MIR4757	77	0	0	0	0
MIR4758	71	0	0	0	0
MIR4759	83	0	0	0	0
MIR4760	80	0	0	0	0
MIR4761	82	0	2	0	0
MIR4762	75	0	0	0	0
MIR4763	92	0	0	0	0
MIR4764	88	0	0	0	0
MIR4765	77	0	0	0	0
MIR4766	76	3	2	0	1
MIR4767	78	0	0	0	0
MIR4768	74	0	0	0	0
MIR4769	77	0	0	0	0
MIR4770	58	0	0	0	0
MIR4771-1	74	0	0	0	0
MIR4771-2	74	0	0	0	0
MIR4772	78	0	0	0	0
MIR4773-1	78	0	0	0	0
MIR4774	76	0	0	0	0
MIR4775	75	0	0	0	0
MIR4776-2	80	0	0	0	0
MIR4777	86	4	3	1	1
MIR4778	80	0	0	0	0
MIR4779	83	0	2	0	0
MIR4780	81	0	0	0	0
MIR4781	76	0	0	0	0
MIR4782	79	0	0	0	0
MIR4783	82	0	0	0	0
MIR4784	77	0	0	0	0
MIR4785	73	0	0	0	0
MIR4786	80	0	0	0	2
MIR4787	84	0	0	0	0
MIR4788	80	0	0	0	0
MIR4789	82	0	0	0	0
MIR4790	79	0	0	0	0
MIR4791	84	0	0	0	0
MIR4792	74	0	0	0	0
MIR4793	87	0	0	0	0
MIR4794	77	0	0	0	0
MIR4795	89	0	0	0	0
MIR4796	81	0	0	0	0
MIR4797	71	0	0	0	0
MIR4798	75	0	0	0	0
MIR4799	74	0	0	0	0
MIR4800	80	0	0	0	0
MIR4801	82	0	0	0	0
MIR4802	80	1	0	0	0
MIR4803	74	0	0	0	0
MIR4804	73	3	0	1	1
MIR483	76	0	1	1	0
MIR484	79	0	0	0	0
MIR485	73	0	0	0	0
MIR486-1	68	0	0	0	0
MIR486-2	64	0	0	0	0
MIR487A	80	0	0	0	0
MIR487B	84	0	0	0	0
MIR488	83	0	0	0	0
MIR489	84	0	0	0	0
MIR490	128	0	0	0	0
MIR491	84	1	0	0	0
MIR492	116	0	0	0	0
MIR493	89	0	0	0	0
MIR494	81	0	0	0	0
MIR495	82	0	0	0	0
MIR496	102	0	0	0	0
MIR497	112	0	0	0	0
MIR497HG	3842	0	0	0	2
MIR498	124	27	4	5	38
MIR4999	91	0	0	0	0
MIR499A	122	0	0	0	0
MIR499B	73	0	0	0	0
MIR5000	103	0	0	0	1
MIR5001	100	0	0	0	0
MIR5002	97	1	0	0	0
MIR5003	99	0	1	0	0
MIR5004	107	0	0	0	0
MIR5006	110	0	0	0	2
MIR5007	95	0	0	0	0
MIR5008	94	0	0	0	0
MIR5009	100	5	2	3	0
MIR500A	84	0	0	0	0
MIR500B	79	0	0	0	0
MIR5010	120	4	6	2	6
MIR5011	103	0	0	0	0
MIR501	84	0	0	0	0
MIR502	86	0	0	0	0
MIR503	71	7	1	1	10
MIR503HG	1678	229	225	131	329
MIR5047	100	0	0	0	0
MIR504	83	0	0	0	0
MIR505	84	1	0	0	0
MIR506	124	0	0	0	0
MIR507	94	0	0	0	0
MIR508	115	0	0	0	0
MIR5087	76	0	0	2	0
MIR5088	79	0	0	0	0
MIR5089	84	0	0	0	0
MIR5090	85	0	0	0	0
MIR5091	93	0	0	4	2
MIR509-1	94	0	0	0	0
MIR5092	88	0	0	0	0
MIR509-2	91	0	0	0	0
MIR5093	100	0	0	0	0
MIR509-3	75	0	0	0	0
MIR5094	85	4	0	1	4
MIR5095	88	0	0	0	0
MIR5096	70	1	0	0	0
MIR5100	119	0	0	0	0
MIR510	74	0	0	0	0
MIR511	87	0	0	0	0
MIR512-1	84	2	0	0	2
MIR512-2	98	1	0	0	1
MIR513A1	129	0	0	0	0
MIR513A2	127	0	0	0	0
MIR513B	84	0	0	0	0
MIR513C	84	0	0	0	0
MIR514A1	98	0	0	0	0
MIR514A2	88	0	0	0	0
MIR514A3	88	0	0	0	0
MIR514B	80	0	0	0	0
MIR515-1	83	9	3	4	11
MIR515-2	83	6	0	1	10
MIR516A1	90	59	4	7	44
MIR516A2	90	22	0	2	10
MIR516B1	90	5	0	1	9
MIR516B2	85	7	1	2	8
MIR517A	87	17	1	2	13
MIR517B	67	19	1	5	18
MIR517C	95	23	2	1	35
MIR5186	120	2	0	0	3
MIR5187	76	1	2	1	3
MIR5188	113	0	0	2	1
MIR5189	114	0	0	0	0
MIR518A1	85	63	5	6	50
MIR518A2	87	181	10	13	154
MIR518B	83	14	1	1	12
MIR518C	101	1	0	1	4
MIR518D	87	6	0	0	9
MIR518E	88	18	2	1	20
MIR518F	87	20	0	1	18
MIR5190	80	0	0	0	3
MIR5191	120	1	0	0	0
MIR5192	92	1	0	0	0
MIR5193	109	0	0	0	0
MIR5194	120	0	0	0	0
MIR5195	115	0	0	0	0
MIR5196	115	0	0	0	0
MIR5197	112	0	0	0	0
MIR519A1	85	7	0	0	5
MIR519A2	87	0	0	0	0
MIR519B	81	10	0	1	18
MIR519C	87	24	4	1	32
MIR519D	88	17	0	2	15
MIR519E	84	13	0	2	19
MIR520A	85	8	3	0	13
MIR520B	61	6	0	0	6
MIR520C	87	10	1	0	10
MIR520D	87	245	28	19	236
MIR520E	87	33	29	14	29
MIR520F	87	401	186	182	475
MIR520G	90	25	36	35	20
MIR520H	88	111	5	2	81
MIR521-1	87	26	3	2	39
MIR521-2	87	137	43	19	143
MIR522	87	32	6	2	27
MIR523	87	14	1	0	11
MIR524	87	9	1	0	9
MIR525	85	16	1	2	16
MIR526A1	85	5	2	2	16
MIR526A2	65	6	5	2	9
MIR526B	83	11	1	0	9
MIR527	85	15	1	0	4
MIR532	91	0	0	0	0
MIR539	78	0	0	0	0
MIR541	84	0	0	0	0
MIR542	97	0	0	0	0
MIR543	78	0	0	0	0
MIR544A	91	0	0	0	0
MIR544B	78	1	2	1	2
MIR545	106	1	0	3	0
MIR548A1	97	0	0	0	0
MIR548A1HG	1022	0	1	0	3
MIR548A2	97	0	0	0	0
MIR548A3	97	0	0	0	0
MIR548AA1	97	0	0	0	0
MIR548AB	84	0	0	0	0
MIR548AC	88	1	0	0	1
MIR548AD	82	0	0	0	0
MIR548AE1	70	0	0	0	0
MIR548AE2	67	0	0	0	0
MIR548AG1	66	0	0	1	0
MIR548AG2	64	0	0	0	0
MIR548AH	76	0	0	0	0
MIR548AI	88	0	0	0	0
MIR548AJ1	72	0	0	0	0
MIR548AJ2	92	0	0	0	0
MIR548AK	57	0	0	0	1
MIR548AL	97	0	0	0	0
MIR548AM	74	0	0	0	0
MIR548AN	83	1	0	1	0
MIR548AO	96	0	0	0	0
MIR548AP	96	0	0	0	0
MIR548AQ	58	0	0	0	0
MIR548AR	57	3	0	1	0
MIR548AS	58	0	0	0	0
MIR548AT	58	2	0	1	1
MIR548AU	54	0	0	0	0
MIR548AV	62	0	0	0	0
MIR548AW	65	0	1	0	0
MIR548AX	73	0	0	0	0
MIR548AY	107	0	0	0	0
MIR548AZ	95	0	0	0	0
MIR548B	97	1	0	0	0
MIR548BA	56	1	0	0	0
MIR548BB	66	0	0	0	0
MIR548C	97	0	0	0	0
MIR548D2	97	0	0	0	0
MIR548E	88	2	1	0	1
MIR548F1	84	0	0	0	0
MIR548F2	98	0	0	0	0
MIR548F3	87	0	0	0	0
MIR548F4	105	0	0	0	0
MIR548F5	86	0	0	0	0
MIR548G	89	0	0	0	0
MIR548H1	102	1	0	0	0
MIR548H2	88	0	0	0	0
MIR548H3	118	0	0	0	0
MIR548H4	111	0	0	0	0
MIR548H5	60	0	0	0	0
MIR548I1	149	0	0	0	0
MIR548I2	149	0	0	0	0
MIR548I3	149	0	0	0	0
MIR548I4	77	0	0	0	0
MIR548J	112	1	0	0	0
MIR548K	116	0	0	0	0
MIR548L	86	3	5	1	0
MIR548M	86	0	0	0	0
MIR548N	75	1	0	0	2
MIR548O	114	2	3	4	2
MIR548O2	70	0	0	0	0
MIR548P	84	0	1	0	0
MIR548Q	100	0	0	0	0
MIR548S	82	4	2	0	0
MIR548T	74	0	0	0	0
MIR548U	81	1	1	1	1
MIR548V	80	1	0	0	2
MIR548W	74	0	0	0	0
MIR548X2	100	0	0	0	0
MIR548X	75	0	0	0	0
MIR548XHG	1454	1	123	96	75
MIR548Y	110	5	1	2	2
MIR548Z	97	0	0	0	0
MIR549A	96	0	0	0	0
MIR550A1	97	0	0	0	0
MIR550A2	97	0	0	0	0
MIR550A3	95	0	1	0	0
MIR551A	96	0	0	0	0
MIR551B	96	0	0	0	0
MIR552	96	0	0	0	0
MIR553	68	1	0	0	2
MIR554	96	0	1	2	5
MIR555	96	0	0	0	1
MIR556	95	0	0	0	0
MIR5571	113	0	0	0	0
MIR5572	137	0	0	0	0
MIR5579	58	0	0	0	0
MIR557	98	1	0	0	0
MIR5580	58	0	0	0	0
MIR5581	60	0	3	2	0
MIR5582	68	0	0	0	0
MIR5583-1	59	0	0	0	0
MIR5583-2	59	0	0	0	0
MIR5584	60	0	0	0	0
MIR5585	59	1	0	0	5
MIR5586	59	0	0	0	0
MIR5587	53	0	0	0	0
MIR5588	63	0	0	0	0
MIR558	94	4	0	0	0
MIR5589	60	0	0	0	0
MIR5590	54	0	0	0	0
MIR5591	65	0	0	0	0
MIR559	96	1	0	3	0
MIR561	97	14	0	1	5
MIR562	95	0	1	0	2
MIR563	79	0	0	0	0
MIR564	94	0	0	0	0
MIR566	94	0	0	0	0
MIR567	98	3	2	0	3
MIR5680	84	0	0	0	0
MIR5681A	75	0	0	0	0
MIR5681B	60	0	0	0	0
MIR5682	76	0	0	0	0
MIR5683	76	0	0	0	0
MIR5684	65	0	0	0	0
MIR5685	79	0	0	0	2
MIR5687	77	0	0	0	0
MIR5688	83	0	0	0	0
MIR568	95	0	0	0	0
MIR5689	78	0	0	0	2
MIR5689HG	860	59	56	35	110
MIR5690	73	3	1	1	1
MIR5691	68	0	0	0	0
MIR5692A1	69	0	0	0	1
MIR5692A2	59	0	0	0	0
MIR5692B	87	1	2	2	1
MIR5692C1	91	0	0	0	0
MIR5692C2	77	0	0	0	1
MIR5693	73	0	0	0	0
MIR5694	76	0	0	0	0
MIR5695	85	0	1	3	3
MIR5696	85	0	0	0	0
MIR5697	78	1	1	1	0
MIR5698	72	0	0	0	0
MIR569	96	0	0	0	0
MIR5699	90	0	0	0	0
MIR5700	71	0	0	0	0
MIR5701-1	82	0	0	0	0
MIR5701-2	82	0	0	0	0
MIR5701-3	82	0	0	0	0
MIR5702	84	0	0	0	0
MIR5703	56	0	0	0	0
MIR5704	77	0	0	0	0
MIR5705	89	0	0	0	0
MIR5706	80	4	1	0	0
MIR5707	81	0	0	0	0
MIR5708	85	0	0	0	0
MIR570	97	67	86	58	69
MIR571	96	1	0	1	0
MIR572	95	0	0	0	0
MIR5739	80	0	0	0	0
MIR573	99	0	28	22	16
MIR574	96	0	0	2	0
MIR575	94	0	0	0	0
MIR576	98	1	0	0	2
MIR577	96	0	0	0	0
MIR5787	55	0	0	0	0
MIR578	96	0	0	0	0
MIR579	98	3	0	1	2
MIR580	97	1	0	0	0
MIR581	96	2	0	0	0
MIR582	98	0	0	0	0
MIR583	75	0	0	0	0
MIR583HG	704	0	0	0	0
MIR584	97	0	0	0	1
MIR585	94	0	0	0	0
MIR586	97	0	0	0	0
MIR587	96	0	0	0	0
MIR588	83	0	0	0	1
MIR589	99	3	4	1	4
MIR590	97	2	1	2	3
MIR591	95	0	0	0	0
MIR592	97	0	0	0	0
MIR593	100	2	1	0	1
MIR595	96	0	0	0	0
MIR596	77	1	0	0	0
MIR597	97	3	2	0	1
MIR598	97	0	0	0	0
MIR599	95	1	0	0	0
MIR600	98	0	0	0	0
MIR600HG	5984	114	75	75	91
MIR601	79	1	0	0	0
MIR602	98	0	0	0	0
MIR603	97	7	0	0	3
MIR604	94	0	3	0	1
MIR605	83	0	0	0	0
MIR6068	60	0	0	0	0
MIR606	96	0	0	0	0
MIR6069	79	1	0	0	0
MIR6070	103	0	0	0	0
MIR6071	78	0	0	0	0
MIR6072	71	0	0	0	0
MIR6073	89	0	0	0	0
MIR6074	107	0	0	0	0
MIR6075	95	0	0	0	0
MIR6076	113	0	0	0	1
MIR6077	82	0	1	0	0
MIR6078	100	0	0	0	0
MIR607	96	0	0	0	0
MIR6079	62	0	2	0	0
MIR6080	66	0	0	0	0
MIR608	100	0	0	0	1
MIR6081	97	1	0	0	0
MIR6082	109	0	0	0	0
MIR6083	106	0	0	0	0
MIR6084	110	0	0	0	0
MIR6085	110	0	0	0	0
MIR6086	55	0	0	0	0
MIR6087	49	0	0	0	0
MIR6088	51	0	0	0	0
MIR6089	128	0	0	0	0
MIR6090	60	0	0	0	0
MIR609	95	0	0	0	0
MIR610	96	2	0	4	5
MIR611	67	0	0	0	0
MIR612	100	0	0	0	0
MIR6124	85	3	5	2	4
MIR6125	96	0	0	0	0
MIR6126	89	0	0	0	0
MIR6127	109	0	0	0	0
MIR6128	109	0	0	0	0
MIR6129	109	0	0	0	0
MIR6130	109	0	0	0	0
MIR6131	109	0	0	0	0
MIR6132	109	0	0	0	0
MIR6133	108	0	0	0	0
MIR6134	109	0	0	0	0
MIR613	95	0	0	0	0
MIR614	90	0	0	0	0
MIR615	96	0	0	0	0
MIR6165	84	1	0	0	0
MIR616	97	155	40	42	225
MIR617	97	0	0	0	0
MIR618	98	0	0	0	0
MIR619	99	1	0	1	0
MIR620	95	0	0	0	0
MIR621	96	5	25	23	11
MIR622	96	0	0	0	0
MIR623	98	2	0	0	0
MIR624	97	4	0	3	1
MIR625	85	0	0	0	0
MIR626	94	0	1	0	0
MIR627	97	0	0	0	0
MIR628	95	0	0	0	0
MIR629	97	1	0	0	3
MIR630	97	0	0	0	0
MIR631	75	0	0	0	0
MIR632	94	0	0	0	0
MIR633	98	0	0	0	0
MIR634	97	0	0	0	0
MIR635	98	20	23	9	23
MIR636	99	0	0	0	0
MIR637	99	0	0	0	0
MIR638	100	0	0	0	0
MIR639	98	0	0	0	0
MIR640	96	0	0	0	2
MIR641	99	0	0	0	0
MIR642A	97	1	0	0	3
MIR642B	77	0	0	0	0
MIR643	97	1	1	0	3
MIR644A	94	11	5	4	7
MIR645	94	2	3	2	5
MIR646	94	0	0	0	0
MIR646HG	5137	2	9	12	2
MIR647	96	1	2	0	3
MIR648	94	1	2	0	1
MIR6499	62	1	0	0	0
MIR649	97	0	0	0	3
MIR6500	86	0	0	0	0
MIR6501	67	0	0	0	0
MIR6502	76	0	0	0	0
MIR6503	86	0	0	0	0
MIR6504	61	0	0	0	0
MIR6505	71	0	0	0	0
MIR6506	66	0	0	0	0
MIR6507	70	0	0	0	0
MIR6508	60	0	0	0	0
MIR650	96	0	0	0	0
MIR6509	85	1	0	0	0
MIR6510	54	0	0	0	1
MIR6511A1	67	0	0	0	0
MIR6511A2	67	0	0	0	0
MIR6511A3	67	0	0	0	0
MIR6511A4	67	0	0	0	0
MIR6511B1	85	0	0	0	0
MIR6511B2	71	0	0	0	0
MIR6512	77	0	0	0	0
MIR6513	64	0	0	0	0
MIR6514	70	2	1	6	7
MIR6515	57	0	0	0	0
MIR6516	81	0	0	0	0
MIR651	97	0	0	0	0
MIR652	98	0	0	0	0
MIR653	96	0	0	0	0
MIR654	81	0	0	0	0
MIR655	97	0	0	0	0
MIR656	78	0	0	0	0
MIR657	98	0	0	0	0
MIR658	100	0	0	0	0
MIR659	97	1	1	6	12
MIR660	97	0	0	0	0
MIR661	89	0	0	0	0
MIR662	95	0	0	0	0
MIR663A	93	0	0	0	0
MIR663AHG	5252	0	7	2	2
MIR663B	115	0	0	0	0
MIR664A	82	0	1	0	0
MIR664B	61	0	0	0	0
MIR665	72	0	0	0	0
MIR668	66	0	0	0	0
MIR670	98	0	0	0	0
MIR670HG	897	0	0	0	0
MIR671	118	0	0	0	0
MIR6715A	79	0	0	0	0
MIR6715B	77	0	0	0	0
MIR6716	80	0	0	0	0
MIR6717	73	0	0	0	0
MIR6718	80	0	0	0	0
MIR6719	87	4	2	2	1
MIR6720	98	0	0	0	0
MIR6721	87	0	1	0	0
MIR6722	78	0	0	0	0
MIR6723	89	0	0	0	0
MIR6724-1	92	0	0	0	0
MIR6724-2	92	0	0	0	0
MIR6724-3	92	0	0	0	0
MIR6724-4	92	0	0	0	0
MIR6726	61	0	0	0	0
MIR6727	65	0	0	0	0
MIR6728	89	1	2	0	1
MIR6729	65	1	0	0	0
MIR6730	67	0	0	0	0
MIR6731	72	1	0	0	0
MIR6732	60	0	0	0	0
MIR6733	61	0	0	0	0
MIR6734	68	0	0	0	0
MIR6735	73	0	0	0	0
MIR6736	59	2	0	0	0
MIR6737	70	1	0	0	0
MIR6738	64	0	0	0	0
MIR6739	75	9	4	4	6
MIR6740	113	7	1	1	3
MIR6741	63	0	0	0	0
MIR6742	62	0	0	0	0
MIR6743	71	0	0	0	0
MIR6744	66	0	0	0	0
MIR6745	127	0	0	0	0
MIR6746	63	5	0	1	1
MIR6747	61	0	2	1	5
MIR6748	71	0	0	0	0
MIR6749	69	0	0	0	1
MIR6750	75	0	0	0	0
MIR6751	63	0	0	0	0
MIR6752	71	2	0	0	0
MIR6753	164	0	0	0	3
MIR6754	66	0	1	0	0
MIR6755	66	0	0	0	0
MIR6756	63	0	0	0	0
MIR675	73	0	0	0	0
MIR6757	69	0	0	0	0
MIR6758	63	0	0	0	0
MIR6759	65	0	0	0	0
MIR6760	68	0	0	0	0
MIR6761	72	0	0	0	1
MIR6762	86	0	0	0	0
MIR6763	65	0	0	0	0
MIR6764	61	0	0	0	0
MIR6765	87	0	0	0	0
MIR676	67	0	0	0	0
MIR6766	72	0	0	0	2
MIR6767	66	0	0	0	0
MIR6768	72	0	0	0	0
MIR6769A	73	0	0	0	0
MIR6769B	62	0	1	0	0
MIR6770-1	60	0	0	0	0
MIR6770-2	60	0	0	0	0
MIR6770-3	60	0	0	0	0
MIR6771	60	0	0	0	0
MIR6772	64	0	0	0	0
MIR6773	74	0	0	0	0
MIR6774	70	0	0	0	0
MIR6775	69	1	0	0	4
MIR6776	59	0	0	0	0
MIR6777	66	0	0	0	0
MIR6778	73	0	0	0	0
MIR6779	64	0	0	0	2
MIR6780A	68	0	0	0	0
MIR6780B	79	0	0	0	4
MIR6781	64	6	9	3	17
MIR6782	69	0	0	0	0
MIR6783	64	0	0	0	0
MIR6784	67	0	1	0	1
MIR6785	81	0	0	0	0
MIR6786	113	0	0	0	0
MIR6787	61	0	0	0	0
MIR6788	66	0	0	0	0
MIR6789	98	0	0	0	0
MIR6790	63	0	1	0	0
MIR6791	67	0	0	0	0
MIR6792	67	2	0	0	1
MIR6793	63	0	0	0	0
MIR6794	68	0	0	0	0
MIR6795	68	0	0	0	0
MIR6796	62	1	0	0	0
MIR6797	72	4	13	6	7
MIR6798	67	1	0	0	0
MIR6799	69	0	0	0	1
MIR6800	82	0	0	0	0
MIR6801	79	0	1	1	0
MIR6802	65	0	0	0	0
MIR6803	65	1	0	0	0
MIR6804	68	0	0	0	0
MIR6805	62	0	0	0	0
MIR6806	64	1	0	0	0
MIR6807	92	1	1	1	1
MIR6808	59	0	0	0	0
MIR6809	116	0	0	0	0
MIR6810	70	0	1	0	0
MIR6811	58	0	0	0	0
